06/04-14:39:05.115832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.20,47954,10.0.0.15,371
06/04-14:39:05.235832,1,1000001,1,ET POLICY Normal client flow,udp,192.168.1.14,41527,10.10.3.109,53
06/04-14:39:05.355832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.2.132,11930,10.10.1.248,443
06/04-14:39:05.475832,1,1000001,1,ET POLICY Normal client flow,udp,192.168.0.249,38019,10.10.0.204,143
06/04-14:39:05.595832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.3.81,14318,10.10.1.206,143
06/04-14:39:05.715832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.88,64856,10.0.2.26,22
06/04-14:39:05.835832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.1.2,42190,10.10.0.170,143
06/04-14:39:05.955832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.2.191,34177,10.10.3.12,80
06/04-14:39:06.075832,1,1000001,1,ET POLICY Normal client flow,udp,192.168.1.68,44752,10.10.1.244,80
06/04-14:39:06.195832,1,2010935,3,ET DOS Possible SYN Flood,tcp,203.0.113.16,61041,10.0.1.10,80
06/04-14:39:06.315832,1,2010935,3,ET DOS Possible SYN Flood,tcp,203.0.113.57,8612,10.0.1.10,80
06/04-14:39:06.435832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.11,35952,10.0.0.11,692
06/04-14:39:06.555832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.15,38448,10.0.0.11,917
06/04-14:39:06.675832,1,2010935,3,ET DOS Possible SYN Flood,tcp,203.0.113.91,44264,10.0.1.10,443
06/04-14:39:06.795832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.110,29304,10.0.2.23,22
06/04-14:39:06.915832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.23,10343,10.0.2.35,22
06/04-14:39:07.035832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.5,40152,10.0.0.7,207
06/04-14:39:07.155832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.11,50897,10.0.0.9,57
06/04-14:39:07.275832,1,2010935,3,ET DOS Possible SYN Flood,tcp,203.0.113.52,1074,10.0.1.10,443
06/04-14:39:07.395832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.0.111,32143,10.10.3.60,443
06/04-14:39:07.515832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.19,58626,10.0.0.12,585
06/04-14:39:07.635832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.15,33948,10.0.0.5,461
06/04-14:39:07.755832,1,2010935,3,ET DOS Possible SYN Flood,tcp,203.0.113.95,39972,10.0.1.10,80
06/04-14:39:07.875832,1,1000001,1,ET POLICY Normal client flow,udp,192.168.2.37,22643,10.10.0.231,80
06/04-14:39:07.995832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.25,24995,10.0.2.25,22
06/04-14:39:08.115832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.17,33633,10.0.0.15,159
06/04-14:39:08.235832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.1.77,17832,10.10.3.55,143
06/04-14:39:08.355832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.78,61902,10.0.2.24,22
06/04-14:39:08.475832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.91,9396,10.0.2.30,22
06/04-14:39:08.595832,1,1000001,1,ET POLICY Normal client flow,udp,192.168.1.224,20011,10.10.1.14,80
06/04-14:39:08.715832,1,2010935,3,ET DOS Possible SYN Flood,tcp,203.0.113.15,60252,10.0.1.10,80
06/04-14:39:08.835832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.0.63,42734,10.10.1.64,53
06/04-14:39:08.955832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.15,43259,10.0.0.8,798
06/04-14:39:09.075832,1,2010935,3,ET DOS Possible SYN Flood,tcp,203.0.113.101,26621,10.0.1.10,443
06/04-14:39:09.195832,1,2010935,3,ET DOS Possible SYN Flood,tcp,203.0.113.17,41861,10.0.1.10,80
06/04-14:39:09.315832,1,1000001,1,ET POLICY Normal client flow,udp,192.168.0.203,10060,10.10.0.136,53
06/04-14:39:09.435832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.7,55079,10.0.0.7,720
06/04-14:39:09.555832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.5,59002,10.0.0.13,190
06/04-14:39:09.675832,1,1000001,1,ET POLICY Normal client flow,udp,192.168.1.162,11161,10.10.0.82,80
06/04-14:39:09.795832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.82,53301,10.0.2.34,22
06/04-14:39:09.915832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.5,37545,10.0.0.6,511
06/04-14:39:10.035832,1,2010935,3,ET DOS Possible SYN Flood,tcp,203.0.113.77,14351,10.0.1.10,80
06/04-14:39:10.155832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.3.39,41849,10.10.2.151,80
06/04-14:39:10.275832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.12,41181,10.0.0.13,328
06/04-14:39:10.395832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.0.171,52185,10.10.2.240,53
06/04-14:39:10.515832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.3.50,23000,10.10.2.184,443
06/04-14:39:10.635832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.3.245,13762,10.10.0.84,143
06/04-14:39:10.755832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.18,39080,10.0.0.5,831
06/04-14:39:10.875832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.14,56247,10.0.2.26,22
06/04-14:39:10.995832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.0.177,33725,10.10.2.44,443
06/04-14:39:11.115832,1,1000001,1,ET POLICY Normal client flow,udp,192.168.3.61,7553,10.10.1.19,143
06/04-14:39:11.235832,1,1000001,1,ET POLICY Normal client flow,udp,192.168.2.85,47741,10.10.2.173,443
06/04-14:39:11.355832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.8,30401,10.0.0.12,260
06/04-14:39:11.475832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.2.35,8869,10.10.0.162,53
06/04-14:39:11.595832,1,1000001,1,ET POLICY Normal client flow,udp,192.168.1.58,15321,10.10.0.143,143
06/04-14:39:11.715832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.50,45772,10.0.2.28,22
06/04-14:39:11.835832,1,1000001,1,ET POLICY Normal client flow,udp,192.168.1.198,20172,10.10.1.37,53
06/04-14:39:11.955832,1,2010935,3,ET DOS Possible SYN Flood,tcp,203.0.113.32,61621,10.0.1.10,80
06/04-14:39:12.075832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.7,39582,10.0.0.5,710
06/04-14:39:12.195832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.11,53144,10.0.0.15,786
06/04-14:39:12.315832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.60,5914,10.0.2.28,22
06/04-14:39:12.435832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.115,7064,10.0.2.21,22
06/04-14:39:12.555832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.29,49085,10.0.2.30,22
06/04-14:39:12.675832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.10,48580,10.0.2.21,22
06/04-14:39:12.795832,1,2001219,2,ET SCAN Nmap Scripting Engine User-Agent Detected,tcp,172.16.0.5,49408,10.0.0.10,336
06/04-14:39:12.915832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.37,61138,10.0.2.34,22
06/04-14:39:13.035832,1,2010935,3,ET DOS Possible SYN Flood,tcp,203.0.113.13,65157,10.0.1.10,443
06/04-14:39:13.155832,1,1000001,1,ET POLICY Normal client flow,udp,192.168.1.165,29081,10.10.3.123,53
06/04-14:39:13.275832,1,2010935,3,ET DOS Possible SYN Flood,tcp,203.0.113.90,24141,10.0.1.10,80
06/04-14:39:13.395832,1,2010935,3,ET DOS Possible SYN Flood,tcp,203.0.113.29,44181,10.0.1.10,80
06/04-14:39:13.515832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.117,28828,10.0.2.33,22
06/04-14:39:13.635832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.38,3742,10.0.2.31,22
06/04-14:39:13.755832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.3.12,63530,10.10.0.182,110
06/04-14:39:13.875832,1,1000001,1,ET POLICY Normal client flow,udp,192.168.1.42,18825,10.10.3.154,80
06/04-14:39:13.995832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.4,13906,10.0.2.32,22
06/04-14:39:14.115832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.0.184,33512,10.10.1.223,110
06/04-14:39:14.235832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.116,55724,10.0.2.21,22
06/04-14:39:14.355832,1,1000001,1,ET POLICY Normal client flow,tcp,192.168.3.81,59806,10.10.2.36,53
06/04-14:39:14.475832,1,2010935,3,ET DOS Possible SYN Flood,tcp,203.0.113.116,28308,10.0.1.10,443
06/04-14:39:14.595832,1,2011967,4,ET POLICY Possible SSH Brute-Force Attempt,tcp,198.51.100.109,51466,10.0.2.27,22
06/04-14:39:14.715832,1,1000001,1,ET POLICY Normal client flow,udp,192.168.2.204,59748,10.10.3.214,143
06/04-14:39:14.835832,1,2010935,3,ET DOS Possible SYN Flood,tcp,203.0.113.2,51862,10.0.1.10,80
06/04-14:39:14.955832,1,1000001,1,ET POLICY Normal client flow,udp,192.168.2.50,54980,10.10.3.20,110
